Input Output Table 2015-16 (₹ lakhs),,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,,,,
74,Drugs and medicine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23333,0,38968,0,0,0,0,0,0,0,0,0,0,2116,2740,727,0,25,0,72,0,1150,0,0,0,0,0,0,0,0,0,0,4,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3362224,0,0,0,0,0,0,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,604,1992,0,0,0,0,0,0,0,0,761360,0,0,0,0,0,12536724,0,0,0,0,0,0,0,468968,17232409,0,0,0
75,Structural clay products,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492,2423,640,0,83,0,276,1510,3787,0,0,0,0,0,0,0,0,0,0,69,0,0,29,0.00080648,0,35,197,21,6,8342,1033,0,14,34,2,42,51,0,421923,319948,30866,592,746,2559,4019,316,18291,29,14,36,42,900,3419,144,43,13,23,29,0,3,0,5,10,0,4,0,0,106,1,9008,8046050,94,0,0,0,0,0,0,0,0,17065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8886175,0,0,0
76,Cement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2567,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,1,0,0,0,0,1454,3531,4296,187,5064,1848,3,224,3147,36,707,4534,57,193607,137493,207899,397,1647,23327,107352,131,29610,42,17,821,704,1838,71,9,460,150,72,8,0,22,6,1636,18,0,5,0,1,26000,295,14243,9768397,200,0,0,0,0,0,0,0,0,20810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10562391,0,0,0
77,"Other non-metallic mineral
 prods.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33073,8778,0,0,0,0,9025,8149,9999,0,99,15,12,448,169,38,124,26,14645,11645,1030,22911,33,45,17259,36398,4213,775,15493,10982,65,1922,4449,10065,2635,12472,3672,371029,55305,802781,19729,23901,88295,855689,23464,194645,1488,2903,18424,7302,55708,23051,5306,7482,1718,27266,10178,484,3783,657,7188,43771,2590,282,264,72,198001,4113,99183,8766971,1066,0,0,0,0,0,0,0,0,179559,1872,0,0,0,0,0,0,0,2,0,0,0,4,0,12096727,446156,0,0
78,"Iron, steel and ferro alloys",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2,0,130,79,108,591,10,10112,0,0,0,9,32,60032,37907,0,0,9394,2604,4,7571,4585,963,5279,10652,46,1580,157,45013,139573,881707,1124004,443588,94909,458760,87124,48336,129287,76369,691836,169745,12365,8293,2508,95021,37996,113,3350,14405,31400,1676325,82618,85192,11826,918,24476,4164,321894,985817,0,6954,0,0,0,0,3,0,0,507275,60,0,0,0,0,0,0,0,7,0,0,0,18,0,8455148,0,0,0
79,"Iron and steel casting &
 forging",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,17,0,3,0,0,212,10,8,1612,1128,106,2724,13,49756,0,0,486755,17,62,54405,78450,0,0,97659,46880,45,12074,26477,12958,114895,39235,1645,6950,1211,135951,1211013,4453743,4027224,1485647,135220,789271,192300,83860,164633,127545,894799,165914,10518,10200,3044,141114,31774,203,3394,5414,30599,1778670,661050,37013,44040,697,88315,13749,498688,0,0,0,0,0,0,0,0,0,0,773418,0,0,0,0,0,0,0,0,0,0,0,0,50,0,19034417,0,0,0
80,Iron and steel foundries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,641657,156060,0,0,0,0,0,0,0,58630,27827,7376,0,316,0,857,3231,1578,0,0,158,13,0,388,317,78,1120,18,73187,17560,786,208646,15,41,47112,34424,1967136,0,16842,7450,13,2637,16168,2920,31905,19417,124,5228,553,133995,210185,504280,728516,1779967,46117,302513,51896,15883,47142,38401,234449,105731,19188,11106,3277,59156,34557,202,1335,5442,11549,1215031,124298,142509,18687,397,35353,17739,191546,19016339,4138265,14630,0,0,7,0,6,0,0,367192,0,0,0,0,0,0,0,0,0,0,0,0,17,0,32878879,0,0,0
81,"Non ferrous basic metals
 (including alloys)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1515,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,3231,0,0,0,1472,67,10,3141,421,63,1886,120,82442,192377,30238,259446,156,329,160618,524962,55,10,139692,147226,156,22026,70547,10442,23947,146536,19951,14556,1157,725190,91353,196290,587665,1729540,231643,1824868,382164,164825,442812,298650,2807742,1080418,884111,282478,60025,1254815,267831,35885,135923,28474,141586,5427841,1946472,336987,327679,13201,103211,671635,940477,6467,17295,0,0,0,0,0,15,0,0,1681832,0,0,0,0,0,0,0,0,95,0,0,0,184,0,26984370,0,0,0
82,"Hand tools, hardware",0,0,0,0,0,0,0,0,1,13,4,0,256,0,0,0,0,0,0,0,0,0,0,0,42149,1742,0,0,0,79479,1,4,0,18,12195,0,251,0,0,0,0,0,0,0,0,0,0,4053,185,28,8651,1159,174,5194,11124,4737,5710,1341,9849,1218,2573,10538,34442,344202,65271,52658,55498,59,8303,26594,3936,9027,55238,26828,1612,128,80332,31194,67027,200668,187281,13252,104397,15562,6712,18032,12161,114333,37506,30692,9806,2084,43522,9289,1245,3976,323,1607,61611,22094,3825,3719,150,5502,35803,50134,1028888,2734,0,0,0,0,0,0,0,176,26410,0,0,0,0,0,0,0,0,0,0,0,0,0,2115,3184083,39634,0,0
83,"Miscellaneous metal
 products",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,29848,825238,75497,23970,1720158,0,12,2590,44645,102782,0,10,7,0,0,301,0,1183,0,409,0,10,13805,85897,216518,57201,19912,24631,206128,223949,48144,141524,7666,68018,32356,68932,173682,62540,23407,5477,9046,12190,1,6400,5502,1248,39924,7563,1541,7616,204,62173,2582,21236,64532,31621,73934,76705,29541,29774,101230,69601,331860,67617,2592,5011,1601,88794,25572,38669,1786,1715,7994,5279926,1021601,281065,80962,183,9171,1830,79933,3767829,1766,3482,0,274,447,0,81841,4,0,3215978,1767,0,0,0,188325,16323,38579,18047,29885,5368,31762,237293,28475,44501,20050615,0,0,0
84,"Tractors and agri.
 implements",60276,38202,1028,392,758,637,3549,803,352,0,2153,81,1222,0,0,669,339,44552,51753,60548,716,887,2171,0,809,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,4,1,1,26,11,224,118,2,276,9,36,752,767,159,8,40,73,0,128,155,165,55,278,3,64,0,131,12,2928,3754,704,101,1194,34708,339,1469,1392,10510,4205,193,293,48,2200,435,3,131,55,345,5190,2757,36,223,3,642,17,2934,241,2,0,0,0,0,0,0,0,0,3434,0,0,0,0,0,0,0,0,0,0,8,0,59,0,436401,0,0,4340723
85,Industrial machinery(F & T),31521,8146,2,0,18,10,649,0,12,0,264,0,2,0,0,0,0,0,72,3840,0,0,0,0,1,0,0,0,0,0,0,0,0,2,55,0,3988,0,0,0,0,0,6,0,7,4330,141,5988,3437,2409,3378,625,1279,6988,16316,520,56,5,227,600,1706,1702,900,3254,577,738,4015,0,603,119,150,1995,773,121,117,14,3709,9,10606,7501,2015,236,4137,9429,14762,8011,4635,54510,13108,299,247,69,5564,1168,1,95,8,48,11055,223,26,23,1,1988,56,2186,834,15,0,0,0,0,0,0,0,0,12417,0,0,0,0,0,0,0,0,0,0,1637,0,29,0,330978,0,0,2744876
86,"Industrial
 machinery(others)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,735,911,2229,0,0,0,212,8069,2510,10131,156,293,322,1893,2252,0,2649,0,0,0,0,0,2,0,1,0,16,48,14,234,381,18,34,647,263,84034,6278,1036,62715,1436,485,5673,8956,718028,56279,35622,43945,1148,12571,14558,48925,17331,18985,10805,7290,62,1737,559,20798,39202,19858,388,4046,10419,1143,13349,4334,9052,1303,8,342,73,1139,72,0,97,14,40,2408,30,38,24,0,541,131,923,243005,18,0,0,0,0,0,0,0,0,6520,0,0,0,0,0,0,0,0,0,0,378,0,24,0,1608169,0,0,5960839
87,Machine tools,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,108,1426,0,0,0,0,0,4,144,0,18517,324,87,0,6,68,830,147,22,0,1,375,71,2552,542,158,1456,7171,8354,81081,635,587,6104,171,618,11765,4322,31054,2189,1162,2708,10,1858,757,513,1825,2779,94,706,1763,11526,690,34593,81973,17401,7240,20898,36222,11175,35940,16015,145714,36264,3849,2475,636,10993,4027,81,873,644,2485,231965,36757,4640,4265,95,6430,155,15396,3413,40,0,47,0,0,0,0,0,0,96898,0,0,0,0,0,0,0,0,0,0,3598,0,218,0,1060931,0,0,7715416
88,"Other non-electrical
 machinery",25,34,0,0,3,1,19,2,1,0,3,0,2,0,0,0,0,4,4,6,0,0,0,0,243,0,328,22623,6831,30278,583,326,680,2204,118282,1,1864,735,240,38,333,337,10302,1364,885,571,8,1501,67,14,273,27,42,414,553,42859,2183,247,6586,881,2059,29368,9382,798247,4820,21107,15173,3518,29826,3626,5791,2526,10224,804,1268,603,9678,495,51893,160191,37046,10773,79189,88603,23075,69386,35190,494711,72960,3363,3488,1022,33396,21007,171,4499,2586,3057,890319,105239,5264,7579,136,12520,345,84311,484610,8871,15491,146,11391,368,243,3212,1388,97607,220074,3121,13100,23,0,5641,230,4664,5477,7794,12513,9960,25480,2772,7792,4711415,1696737,0,21948971
89,"Electrical industrial
 Machinery",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,1,0,0,0,4,0,0,0,0,6719,2530,924,748,4636,7307,28059,5197,1087,0,0,1034,1,0,57,74,34,649,391,80,2397,112,645,123,522,3458,4829,329,3,55,73,0,76,270,286,69,947,1511,1086,2,4292,104,1850,9423,6966,1758,18904,3002,8494,7818,8937,81338,264528,15405,8608,1628,17197,14179,47,13169,1141,491,126831,6509,237,519,117,29084,280,53591,764,1402,2597,38,0,0,0,0,0,0,85746,0,0,0,0,0,0,0,0,0,0,124,0,34,0,819764,0,0,10424343
90,Electrical wires & cables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,714,1,1,0,5,0,257,31,118,0,0,543,0,0,29,19,8,155,87,6,126,9,33,32,135,1120,1482,73,3,5,7,0,2,86,15,5,513,793,178,1,4629,2,490,2256,7403,355,2949,559,142,496,1783,6942,78400,12555,5465,1154,6914,9413,1,6959,32,292,28515,391,12,18,2,11811,58,4177,3435777,1,0,1,435,21,91,0,0,156675,24296,0,0,0,0,0,0,0,0,0,0,10,0,5,0,3819724,0,0,0
91,Batteries,74,33,0,4,6,5,7,7,4,0,17,0,12,0,0,0,0,14,24,29,0,0,0,0,235791,0,0,0,0,0,0,0,0,0,0,0,114836,3150,1263,2880,19631,2126,132153,139970,496,3601,1,642,25,2154,375,93,372,5892,2106,5,97,12,147,73,307,1153,1167,71,0,20,43,0,11,25,12,6,52,16,71,0,11647,6,1158,7458,21235,2659,9540,9148,241,806,4213,18493,63820,1421,57979,2234,10061,14866,1928,7983,16,159,45745,14727,224,894,12,428,277,7292,26378,14,1553,1,4272,5,53,1436,53,46305,52682,24,0,0,0,2193,90,0,0,0,0,11519,3655,58,0,721617,2015463,0,0
92,Other electrical Machinery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,283,0,24,0,21,0,0,219680,55067,22694,62483,202658,878115,1605698,1350885,8972,0,1,1274,24,5587,3894,427,1132,16650,8644,1266,4131,1203,1546,499,1751,25599,12775,6163,108,1735,2331,102,541,631,11379,2269,1372,2599,2953,33,17629,114,6616,28043,36486,13485,66838,11237,27415,37429,38103,202232,290661,18410,15418,3328,73807,179706,1723,71779,2857,12425,692682,69933,9468,23657,177,25957,52598,113529,3878,738,3303,25,0,1,0,0,1,493313,338535,673,0,0,0,0,0,0,116,1642,35202,256,167188,816,0,3313713,0,0,4721601
93,Electrical appliances,415,203,26,11,33,30,31,45,14,0,93,0,55,0,0,0,9,97,104,171,0,0,0,0,2044,0,442,19,172,19,33,5,7,3,3499,0,2040,1188,400,5562,31752,1977,79157,60156,975,181,0,103,0,1,76,14,21,124,336,6484,2930,5,4,199,837,5505,3052,68085,7435,95,417,1,513,664,124,291,1695,281,2730,377,2226,46,9479,19066,13465,1358,9643,1908,1842,2682,5656,71187,17168,2253,4352,1387,13672,4242,211,6936,234,184,120489,9115,112,918,2,2586,4,1430,23932,35999,58,19043,44504,583,96460,33,865,68698,60458,38,2831,659,0,14131,39,324,0,27340,53356,29,115223,724,14191,1020359,903577,0,5428880
94,"Electronic
 equipments(incl.TV)",1367,670,85,37,110,98,101,147,48,0,306,0,180,0,0,0,31,320,346,559,0,0,0,0,10964,0,7857,306,2721,286,504,55,106,46,494,0,1243,1068,963,810,11298,637,16505,14497,239,596,1,1647,11,3973,784,223,670,11295,5517,1926,2925,2468,19118,1569,6437,11606,15144,177355,132,1603,3043,115,438,6471,9673,2193,24413,3743,1865,12,13144,111,19001,115937,25946,7097,47857,3818,7648,20611,22591,101963,155599,5533,18620,5439,44461,131011,513,49572,4756,3135,64963,760,2502,40,82,37551,329,57337,65108,209469,1015,2793,303654,8646,105283,111605,8445,276845,138813,176,189181,7490,0,24687,3628,15255,36754,1722,3922,5635,7841,14497,6083,2872401,506538,0,2250969
95,Watches and clocks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7365,4866,1911,7431,20365,113239,118359,137065,975,0,0,798,0,0,41,56,0,515,63,2276,3220,137,377,1523,6472,2541,6145,6613,0,2,0,0,113,6958,8608,1705,16995,2355,10,0,3253,45,1032,7844,2598,445,13938,211,332,1612,8635,23861,7280,87,1575,514,9629,2709,31608,880,287,2,24712,1,2,2,5,27426,375,58615,69,1073,0,34474,0,0,0,0,1,0,30553,0,0,0,0,46,10,0,0,0,0,0,0,85,0,365916,151352,0,33597
96,"Communication
 equipment",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4831,0,66108,18,0,3696,3140,109,27944,53317,29609,59705,16560,18443,1474,6265,40698,57776,33889,8278,260,1228,0,597,16318,19388,4102,68040,36891,8703,163,103645,398,47932,220659,154173,3481,64314,8131,990,3412,6556,71766,48509,3722,9292,2351,249158,65768,629,39423,11827,6368,102008,4651,170,309,356,66742,564,89579,503,1497,165,0,0,0,0,19,0,1219730,147094,179,0,0,0,653,12,9858,209,1758,85,5033,109057,748,131234,3667146,2581593,0,5570056
97,Ships and boats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14994,12049,0,0,0,0,0,0,0,0,0,0,264,1056,556,234,532,143,7876,1219,84,0,0,3017,0,0,157,91,35,722,310,0,0,131,0,1,5,172,130,1540,450,22,0,0,0,0,4,5,46526,13705,18,0,167,1,410,109,126,7,698,24,2,36,281,1467,54,2,31,8,72,55,0,2,391392,5,3449,13,1,0,6,5478,0,41227,42,217,1249,6,0,647240,0,119,728,524,55021,1419,5584,1154,0,39232,10827,37244,0,147796,150688,1922,358216,96842,0,2095277,144423,0,319381
98,Rail equipments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,97,0,82747,1624953,644091,237841,1354515,183897,5983820,3470601,26145,0,0,30,25,0,94,422,823,3490,7366,1816,21643,4228,1733,33,140,18376,612,600339,174953,4709,10022,5,7164,4965,3579,4639,17072,200,987,76,19578,1,4130,8450,4211,411,1887,23751,440,6339,6124,8559,4932,1270,752,193,4000,638,4,1960,31,9966,82962,487,40,118,78,493,12,4795,4,0,0,24209,0,0,0,0,0,0,142500,0,0,0,0,0,0,0,0,0,0,67,0,9,0,1253214,0,0,429117
99,Motor vehicles,7492,3669,463,202,606,533,553,811,267,0,1675,0,981,0,0,0,179,1764,1893,3067,0,0,0,0,60092,0,305563,320366,1739,7025,7628,694,89,97048,16207,0,30,0,0,0,0,0,0,0,0,3524,0,13,1,0,2222,7436,14351,58954,128625,3518,1201,13406,8422,545,2275,52054,7704,33114,5799,9009,21708,3,3625,34204,16614,40083,47257,0,7561,3,1003,0,17379,12889,50920,3510,11697,24483,1107,502,32356,29507,18847,814,2697,849,18666,7428,20,803,9,1507,1428259,140641,1775,9455,0,1239,922,16001,2533,3356,5007,54,2006522,6089,348,98398,34,16489,1785446,32862,34262,3626,13436,358960,31880,18656,9655,0,0,6856,285,5519,241,7739454,14582681,0,36744369
100,Motor cycles and scooters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5124,0,0,0,0,0,0,0,0,0,48,0,48030,114174,46510,32979,194643,129743,572968,157006,67451,0,0,0,0,0,119,610,1245,4969,11116,0,1,0,0,46,193,23927,6650,0,0,263,87,0,0,146305,0,4,2843,0,654,0,794,0,6739,2464,37963,4746,18706,4595,83,23,14426,30760,2068,68,736,240,2379,1482,0,50,0,132,160318,1061942,16162,65265,0,0,0,3062,121,99,62,0,41,5,0,4,0,99,201897,152,96959,1119,0,2554,261,0,2807,0,0,15459,3,19,484534,2448860,7573045,0,2227103
101,"Bicycles, cycle-rickshaw",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6478,0,0,0,0,0,0,0,0,0,398,0,910,182,76,17,108,152,1066,188,50,0,0,372,0,0,22,27,36,213,319,0,0,20,3,1,6,4774,83,3612,0,4,49,0,566,1536,7,10,5918,1688,19,0,181,1,10222,6344,3591,161,5727,1077,26,170,537,5596,144,7,32,9,571,1810,0,4,0,58,4913,8059,177711,490,0,689,29,952,19,21,577,1,384,37,0,42,3,303,21897,55,4306,48,0,9023,2431,0,16083,0,0,3,32,175,92566,403528,1825183,0,1074277
102,"Other transport
 equipments",2125,1008,595,212,288,218,1922,211,141,0,841,68,460,0,0,558,179,36155,41834,38972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5555,0,36,0,0,19,185,197,1658,1849,49,1552,13023,10729,22,95,1001,241,0,0,0,0,0,0,17747,21954,4324,14334,166,104,0,232,0,230,201,677,46,395,137,16,27,772,2039,818,10,82,27,992,1311,26,151,12,23,20746,1096,0,2428,0,1640,67,10984,1,0,1,0,2415,0,42,0,0,0,26313,0,1,0,0,1,4,2135,8897,57637,0,16,0,25924,0,391113,57851,0,1966278
103,Aircraft & spacecraft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,112,0,0,466,152,0,0,0,667,0,0,0,0,0,0,68151,0,0,332,0,0,0,0,0,0,4447,0,0,0,9911,0,0,0,0,0,0,0,0,0,0,134403,0,0,26863,246321,0,0,1942725
104,"Medical, precision&optical
 instru.s",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,7490,0,0,0,0,0,0,0,0,0,0,0,0,2750,1,0,150,88,0,688,37,13942,5700,160,697,276,1171,17077,39093,1652,462,149,318,0,18,1562,1925,425,23561,7551,364,739,15122,2108,11985,161660,5486,1104,72246,647,648,26084,29684,63748,8223,103,2270,741,6519,9870,165,8709,927,261,77863,8214,166,557,12,875746,1855,312309,192,160,0,0,0,0,0,0,0,0,125045,0,0,200517,0,0,0,0,0,0,0,42,0,389,0,2163617,585419,0,5449258
105,Jems & jewelry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,58,0,6203,0,0,0,0,0,0,0,0,0,0,35,1,713,139,13,8,246,100,9254,3783,99,463,226,805,1795,4844,193,4,1835,73,3,5,1045,1423,269,869,654,4,0,1736,157,1555,12420,182448,2661,68963,549,513,11560,26446,26856,9694,162,1686,508,3835,5308,137,3970,598,11,51557,6,18,0,8,28964,8912838,208072,48,169,0,0,0,0,0,0,0,0,367053,0,0,0,0,0,0,0,0,0,0,5,0,254,0,9962381,0,0,0
106,"Miscellaneous
 manufacturing",2305,1287,145,62,189,161,296,245,81,0,504,0,296,0,0,0,57,533,570,920,0,0,0,0,604921,0,20691,2812,935,1688,451,406,8,4976,16728,2,4,0,0,0,0,0,0,0,0,0,1,2617,302,4074,3676,286,3905,7894,31337,8023,1237,2796,22804,6162,2840,13068,34122,147026,876,9493,12852,453,2164,4856,4015,2438,18442,16675,3268,45,6576,290,6593,33883,106317,29744,75975,15099,10219,54326,29908,84643,32997,9768,2904,841,17638,4992,3283,12952,3686,710,35632,93263,9986,5765,1297,73343,2193012,30359,2033707,468321,4542,117029,445111,22108,157574,84923,6082,344938,1931783,2011,257232,114757,0,54178,2467,24756,28968,102533,288126,22951,773211,42629,5715,11370663,1441386,0,1174549
107,"Construction and
 construction services",389769,157310,13888,5799,15269,13196,28993,19155,6769,0,42627,429,24590,0,14341,2588,5042,266929,306310,342953,3680,3439,5896,1713,102964,0,21339,4213,4264,18312,34,111,553,2311,851,0,593259,1889,839,354,3361,718,103409,27445,906,6613,120,10182,956,6940,4975,640,1086,16392,98874,1035,503659,8412,2189,1241,1528,307199,444482,1321738,47079,76003,96603,1365,15008,18517,28114,25633,124785,11261,29180,22058,687042,51576,240641,724006,1032897,124188,207031,20910,9867,121270,64935,170126,320134,15993,13759,3896,72441,55202,27274,4637,2456,34492,720796,54593,44976,5060,6032,59786,180849,87164,2634,2854448,270432,581332,346391,15205,188957,334444,6244,1318219,3657084,4964,589689,80131,2406038,633402,46405,21242,751854,1107789,719190,9118,2241937,43764,1389311,29859860,0,0,230674785
108,Electricity,1765383,635818,18688,18128,70323,47581,72514,103340,19113,9,39462,0,108543,0,0,0,20397,134256,162414,502862,0,0,0,0,208808,0,40498,131413,76779,196190,1072,774,3219,4242,2522,0,0,0,0,0,0,0,0,0,0,32390,13150,466608,46448,39538,197592,35661,10152,110755,181238,17246,383102,33044,12801,4680,5063,207135,406373,1001335,13843,154339,194270,3817,24372,34853,40841,28720,117834,20436,91236,160681,125990,219547,516431,494352,1573721,73283,549776,290136,62959,150931,190178,1232209,586570,95304,108126,18827,326877,322792,28060,111002,15526,44529,3349695,1237138,114574,88630,6712,444953,94671,351240,3766961,476567,426663,786819,964387,115137,919436,1062666,103865,4859229,4694731,308196,4328106,204182,0,774292,117637,73715,618361,525540,1198091,55241,2333526,477682,800491,51347367,16783910,0,0
109,Water Supply,2659,1316,164,71,215,189,209,286,94,0,595,0,349,0,0,0,65,624,672,1085,0,0,0,0,58760,1917,50383,2589,861,857,1174,65,43,1840,19893,0,2986,400,180,461,1208,55,1277,466,51,8,40,681,28,10,73,2,3,129,440,5,4,1,12,3,8,44,29,173581,4215,17165,14207,194,1553,2601,1519,179,1419,7,1570,25,3106,24,6283,5184,802,374,1230,69,7,4,214,135,40,2,6,2,248,91,0,0,0,49,36579,136,0,0,0,327,5,795,666504,1872436,52898,237025,934000,43431,411518,492507,33672,62367,341354,52534,829746,25519,0,240277,29251,0,168984,173484,351943,21746,646997,128808,978003,9218569,1788553,0,0
110,Railway Transport,283613,41172,1975,1163,5709,2747,25697,7897,2299,1354,11692,297,5794,378,15,467,1844,7381,11899,50145,28305,11205,17878,11990,26185,4528,60232,326717,134692,8739,2732,3915,171,18621,6190,0,745,0,0,0,0,0,0,0,0,9478,764,11809,693,44,11745,2596,582,9159,61716,4133,35756,919,6426,10656,5180,38237,58818,1622744,164480,95663,54612,15371,6720,24704,52158,9476,61268,20895,58185,58204,97867,47422,147831,301261,396836,8305,152654,16289,7901,38964,21104,144946,26177,6736,3778,1577,17678,13675,374,3127,4574,7209,214566,22539,7866,3193,97,135517,777630,108341,1196021,940030,53327,25050,71420,627,7465,49227,11470,127294,425150,42446,315078,126417,0,24173,18489,264,175288,59857,1230,129,61638,4862,856391,11384713,2315094,0,379674
111,Land transport,1010941,300521,24453,12368,70586,17850,216385,60632,31498,49385,125020,4690,84917,16782,22705,7292,11276,92896,114799,354670,840940,77001,519938,336110,725073,218032,208087,489846,262058,43561,14748,25949,1652,138810,35277,1,3687,0,0,0,0,0,0,0,0,44118,23664,1124920,63026,2177,373646,50185,25046,408067,1184250,52050,504553,25930,107036,189093,142309,734807,968332,1721087,161895,476698,304258,84704,50726,184113,403445,62165,390518,220278,467430,106085,640589,66782,339609,685603,733025,62218,392795,147510,56587,225286,164230,996977,408184,142302,42856,15726,178880,133128,31276,36528,26728,48070,2579081,287572,185568,44218,9863,415350,1719887,801188,11482889,1318884,1726709,195102,1009901,54589,457148,1101667,66853,874091,8010361,1210989,1088883,493234,0,1952597,353048,312232,519612,327395,91729,98895,1594288,52233,856391,68496952,12698212,0,844529
112,Water Transport,111107,26359,552,485,1551,1159,9128,1372,781,927,9809,84,1372,176,209,148,291,2833,5297,20670,4996,10204,3335,1224,4392,5360,4791,20577,7564,1231,209,527,28,2641,548,0,0,0,0,0,0,0,0,0,0,1341,66,2458,147,6,2044,394,72,1270,2848,3042,12888,102,4229,1165,834,5727,10403,143478,13924,17967,12675,2721,2576,4059,6105,823,11629,3371,15129,7687,17253,3486,12011,20845,30889,655,11145,693,216,925,1223,4624,979,204,250,100,1076,757,17,188,88,392,5347,476,259,109,14,13315,41354,10373,302180,136200,14900,4816,101380,308,5726,1317,404,10476,72341,83193,2752,2459,0,1384,1038,93,823,816,303,0,11599,329,856391,2526816,370961,0,18880
113,Air transport,3815,4078,208,162,569,310,1219,772,231,1,1772,1,666,0,0,17,207,1721,2021,3360,15056,491,9383,5999,600,105,3726,40709,16653,3429,766,839,2,3249,428,0,1948163,4832592,1905740,1165615,6468315,2681424,36241870,25878309,3525418,3466,1095,8254,1093,57,6024,1123,445,6425,17304,5061,7764,965,17630,6714,6344,45859,71131,724530,19941,42850,33864,4602,5231,19473,50908,8645,34979,18140,27139,10107,53486,13004,37702,90089,102334,11285,64013,23558,8764,23479,18593,137678,48991,17479,4028,1275,24153,18934,115,4853,2915,6678,223929,26616,9962,5133,85,22797,117583,37391,98569,32293,4216,1979,14205,405,1555,4500,516,55820,162060,24599,214946,28560,0,74580,12282,347908,81757,140541,4210,1264,11248,1597,856391,4709892,2573836,0,90940
